Name	Standardized SMILES	SMILES (ionized)	Exp (logK)	Prediction	Set	AD evaluation	ALOGP	P_VSA_i_2	MLOGP	P_VSA_p_3	Eta_betaP	CATS2D_00_LL	C.	PCD	Ui	N.	totalcharge	CATS2D_00_PP	C.024	nCsp2	MLOGP2	GATS1i	SpMax2_Bh.p.	nBM	MATS5e	AMW	F01.C.N.	T.O..O.	J_D.Dt	SpMax_AEA.dm.
Oxytetracycline	O=C(N)C3C(=O)C(N(C)C)C4C(O)C2C(C(=O)c1c(O)cccc1C2(O)(C))C(=O)C4(O)(C3(=O))	C[NH+](C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)C1=C(O)C=CC=C1C3(C)O	-0.954242509	-0.591246543295	TS		-4.349	86.527	-5.283	86.527	14	10	38.6	2.164	3.17	3.5	0	2	3	13	27.909	1.078	3.832	11	0.056	8.079	4	206	25.9958	4.381
Thiotepa	N1(CC1)P(N2CC2)(N3CC3)=S	S=P(N1CC1)(N1CC1)N1CC1	-0.954242509	-1.06644619942	TS		0.812	12.634	0.552	53.794	1.5	0	26.1	0.111	1	13	0	0	0	0	0.304	1.868	3.477	1	-0.085	8.228	6	0	5.7809	3.831
Timolol	OC(COc1nsnc1N2CCOCC2)CNC(C)(C)C	CC(C)(C)[NH2+]CC(O)COC1=NSN=C1N1CCOCC1	-0.954242509	-1.04242898203	TS		-0.103	53.712	-2.461	84.539	5	3	28.3	0.988	1.807	8.7	1	1	0	2	6.056	1.892	3.649	5	-0.052	6.902	7	18	11.841	3.306
Clavulanic Acd	O=C([O-])C2=C(OC1N2(C(=O)C1))CCO	OCCC1=C(N2C(CC2=O)O1)C([O-])=O	-1.004798883	-0.93543154407	TS		-2.352	24.489	-0.154	24.489	4.5	2	36.4	0.606	2	4.5	-1	0	0	4	0.024	1.558	3.366	3	-0.062	9.008	3	47	11.0741	4
Tomopenem	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC4CN(C)C(C(=O)N3CCC(NC(=O)CN=C(N)N)C3)C4	CC(O)C1C2C(C)C(SC3CC([NH+](C)C3)C(=O)N3CCC(C3)NC(=O)CNC(N)=[NH2+])=C(N2C1=O)C([O-])=O	-1.004798883	-0.82182079994	TS		-6.344	66.574	-3.771	98.793	9	7	31.5	0.598	2.807	9.6	1	3	0	7	14.218	1.562	3.79	6	-0.019	7.38	15	135	13.6393	4.653
Albuterol (salbutamol)	Oc1ccc(cc1CO)C(O)CNC(C)(C)C	CC(C)(C)[NH2+]CC(O)C1=CC=C(O)C(CO)=C1	-1.06069784	-0.84836342344	TS		-0.314	63.381	-2.551	63.381	6.5	8	33.3	1.164	2	2.6	1	1	3	6	6.507	1.3	3.634	6	0.019	6.163	2	16	12.1491	3.289
Biapenem	O=C([O-])C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC4Cn3cnc[n+]3C4	CC(O)C1C2C(C)C(SC3CN4C=NC=[N+]4C3)=C(N2C1=O)C([O-])=O	-1.06069784	-0.82066220149	TS		-1.476	54.826	2.177	87.045	7.5	5	35.7	1.318	2.7	9.5	0	1	0	6	4.737	1.436	3.784	8	-0.026	8.344	9	30	12.8272	4.653
Aminohexanoic acid, 6-	O=C(O)CCCCCN	[NH3+]CCCCCC([O-])=O	-1.06069784	-0.90382887092	TS		-1.392	18.959	-3.146	18.959	1.5	4	27.3	0.16	1	4.5	0	1	0	1	9.9	1.526	3.305	1	-0.11	5.964	1	2	8	3.596
Melagatran	O=C(O)CNC(C(=O)N2CCC2(C(=O)NCc1ccc(cc1)C(=N)N))C3CCCCC3	NC(=[NH2+])C1=CC=C(CNC(=O)C2CCN2C(=O)C([NH2+]CC([O-])=O)C2CCCCC2)C=C1	-1.123384909	-0.74360828187	TS		-2.649	84.252	-2.906	84.252	12	13	34.9	1.176	3	7.9	1	3	4	10	8.445	1.385	3.825	10	-0.07	6.835	9	37	12.3332	3.961
Tenofovir	O=P(O)(O)COC(C)Cn2cnc1C(=N)NC=Nc12	CC(CN1C=NC2=C(N)N=CN=C12)OCP(O)([O-])=O	-1.123384909	-1.01159489234	TS		-1.983	36.119	0.077	36.119	10	1	28.1	2.149	2.807	15.6	-1	1	0	5	0.006	1.867	3.877	11	-0.02	8.945	10	15	13.182	3.222
Antipyrine	O=C1C=C(N(N1c2ccccc2)C)C	CN1N(C(=O)C=C1C)C1=CC=CC=C1	-1.123384909	-0.55977946848	TS		1.62	84.297	2.306	84.297	9.5	7	42.3	1.555	2.585	7.7	0	0	5	9	5.317	1.318	3.612	8	-0.307	7.24	4	0	10.7404	3.745
Moxonidine	N=2C(=NC(C(N=C1NC=CN1)C=2OC)Cl)C	COC1=NC(C)=NC(Cl)C1NC1=NC=CN1	-1.123384909	-1.00190693492	TS		0.795	46.845	1.089	85.993	7.5	2	32.1	1.488	2.459	17.9	0	0	0	5	1.186	1.893	3.571	7	0.181	8.632	10	0	11.0219	3.666
Atenolol	O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1	CC(C)[NH2+]CC(O)COC1=CC=C(CC(N)=O)C=C1	-1.194976603	-0.91767154493	TS		-0.562	77.922	-2.759	77.922	8	8	33.3	1.235	2.322	4.8	1	2	4	7	7.614	1.37	3.598	7	-0.017	6.366	3	20	12.3734	3.559
Lamifiban	O=C(O)COC3CCN(C(=O)C(NC(=O)c1ccc(cc1)C(=N)N)Cc2ccc(O)cc2)CC3	NC(=[NH2+])C1=CC=C(C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N1CCC(CC1)OCC([O-])=O	-1.194976603	-0.43414097736	TS		-1.641	120.226	0.782	120.226	18.5	14	38.7	1.659	3.459	6.5	0	2	8	16	0.612	1.254	3.849	16	0	7.557	7	129	12.8433	3.857
Lamivudine	O=C1NC(=N)C=CN1C2OC(CO)SC2	NC1=NC(=O)N(C=C1)C1CSC(CO)O1	-1.194976603	-1.10532163485	TS		-0.621	26.027	0.015	58.247	4.5	2	30.8	0.825	2	11.5	0	1	0	4	0	1.444	3.513	3	-0.219	8.819	6	14	10.619	4.519
Cephradine	O=C(O)C2=C(C)CSC3C(=NC(=O)C(N)C1C=CCCC1)C(=O)N23	CC1=C(N2C(SC1)C(=NC(=O)C(N)C1CCCC=C1)C2=O)C([O-])=O	-1.278753601	-0.90738678809	TS		0.455	61.104	1.468	93.324	8.5	9	38.1	1.293	2.807	7.1	-1	1	0	8	2.154	1.24	3.789	6	-0.019	8.296	6	33	12.8624	4.654
Didanosine	O=C3NC=Nc1c3(ncn1C2OC(CO)CC2)	OCC1CCC(O1)N1C=NC2=C1N=CNC2=O	-1.278753601	-1.14321354325833	TS		-0.811	32.096	0.736	32.096	7.5	2	34.5	1.492	2.459	13.8	0	0	0	5	0.541	1.751	3.578	7	-0.098	8.147	9	18	12.9449	3.641
Isepamicin	O=C(NC3CC(N)C(OC1OC(CN)C(O)C(O)C1(O))C(O)C3(OC2OCC(O)(C)C(NC)C2(O)))C(O)CN	C[NH2+]C1C(O)C(OC2C(CC([NH3+])C(OC3OC(C[NH3+])C(O)C(O)C3O)C2O)NC(=O)C(O)C[NH3+])OCC1(C)O	-1.278753601	-0.94014777579	TS		-11.478	33.984	-20.171	33.984	1.5	2	25.6	0.039	1	5.8	4	4	0	1	406.874	1.59	3.698	1	-0.075	6.671	7	474	16.9891	3.757
Ranitidine	O=[N+]([O-])CC(=NC)NCCSCc1oc(cc1)CN(C)C	CNC(NCCSCC1=CC=C(C[NH+](C)C)O1)=C[N+]([O-])=O	-1.278753601	-0.77685541916	TS		-0.094	72.425	-3.026	104.645	8	3	29.5	1.289	2.7	9.1	1	1	2	6	9.154	1.599	3.571	8	-0.256	7.17	8	22	12.8832	4.25
Adefovir	O=P(O)(O)COCCn2cnc1C(=N)NC=Nc12	NC1=C2N=CN(CCOCP(O)([O-])=O)C2=NC=N1	-1.380211242	-1.11840835892	TS		-2.361	31.886	-0.24	31.886	10	0	27.6	2.163	2.807	17.2	-1	1	0	5	0.058	1.894	3.876	11	-0.188	9.387	10	15	12.9277	3.191
Clinafloxacin	O=C(O)C3=CN(c1c(cc(F)c(c1Cl)N2CCC(N)C2)C3(=O))C4CC4	[NH3+]C1CCN(C1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C([O-])=O	-1.380211242	-0.98705278141	TS		0.051	66.693	-1.779	105.842	11.5	7	40.5	1.75	2.807	7.1	0	1	1	10	3.163	1.154	3.729	9	-0.007	8.71	7	10	14.1507	3.823
Metronidazole	O=[N+]([O-])c1cnc(n1CCO)C	CC1=NC=C(N1CCO)[N+]([O-])=O	-1.380211242	-1.29388722495	TS		-0.337	24.634	0.443	24.634	7	1	28.6	1.247	2.459	14.3	0	0	0	3	0.196	1.861	3.171	7	-0.065	8.151	6	14	9.9744	3.813
Sematilide	O=C(NCCN(CC)CC)c1ccc(cc1)NS(=O)(=O)C	CC[NH+](CC)CCNC(=O)C1=CC=C(NS(C)(=O)=O)C=C1	-1.380211242	-1.14398750101	TS		-0.303	81.816	-2.62	87.623	11	7	31.1	1.37	2.807	6.7	1	1	4	7	6.863	1.698	3.779	9	-0.023	6.988	6	18	13.3373	4.311
Allopurinol	O=C1NC=Nc2[nH]ncc12	O=C1NC=NC2=C1C=NN2	-1.50965048	-1.23533428586	TS		-0.649	27.884	0.176	27.884	7.5	1	35.7	1.512	2.459	28.6	0	0	0	5	0.031	1.358	2.997	7	-0.353	9.724	6	0	13.018	3.608
Pipercuronium	O=C(OC5CC6CCC2C(CCC3(C)(C(OC(=O)C)C(N1CC[N+](C)(C)CC1)CC23))C6(C)(CC5(N4CC[N+](C)(C)CC4)))C	CC(=O)OC1C(CC2C3CCC4CC(OC(C)=O)C(CC4(C)C3CCC12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1	-1.69019608	-0.94524549597	TS		0.873	117.856	-3.536	117.856	3	17	33.3	0.074	1.585	3.8	2	2	0	2	12.505	1.804	3.816	2	0.017	5.743	14	52	19.5172	3.84
Kanamycin	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)C(O)C1(O))C(N)CC2(N))C(O)C(N)C3(O)	[NH3+]CC1OC(OC2C([NH3+])CC([NH3+])C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)C(O)C(O)C1O	-1.995635195	-1.73331529858	TS		-11.162	5.359	-19.946	5.359	0	1	24.7	0	0	5.5	4	4	0	0	397.855	1.473	3.67	0	-0.05	6.693	4	376	15.6459	3.613
Iopromide	O=C(NCC(O)CO)c1c(c(NC(=O)COC)c(c(C(=O)N(C)CC(O)CO)c1I)I)I	COCC(=O)NC1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I	-1.995635195	-1.49627604898	TS		-0.843	56.304	0.213	56.304	11	5	32.1	1.399	2.807	5.4	0	0	0	9	0.046	1.259	3.673	9	0.024	14.128	7	245	21.4384	3.831
Cidofovir	O=C1NC(=N)C=CN1CC(OCP(=O)(O)O)CO	NC1=NC(=O)N(CC(CO)OCP(O)([O-])=O)C=C1	-2	-1.75472663075	TS		-3.279	28.996	-1.51	28.996	6	1	25.8	0.864	2.322	9.7	-1	1	0	4	2.281	1.82	3.653	4	-0.109	8.975	6	71	12.4244	3.719
Dacarbazine	O=C(N)c1nc[nH]c1(N=NN(C)C)	CN(C)N=NC1=C(NC=N1)C(N)=O	-2	-1.683908545	TS		-0.066	35.201	0.102	35.201	7.5	0	26.1	1.488	2.459	26.1	0	1	0	4	0.01	1.807	3.242	7	-0.036	7.923	8	0	10.0424	3.539
Decitabine	O=C1NC(=N)N=CN1C2OC(CO)C(O)C2	NC1=NC(=O)N(C=N1)C1CC(O)C(CO)O1	-2	-1.79002954591	TS		-1.092	17.328	-0.275	17.328	4.5	1	28.6	0.812	2	14.3	0	1	0	3	0.076	1.882	3.43	3	-0.226	8.151	8	27	11.0426	3.796
Dexrazoxane	O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C	CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1	-2	-1.6656488593	TS		-1.25	38.172	-1.613	38.172	6	1	31.4	0.395	2.322	11.4	0	0	0	4	2.602	1.964	3.539	4	-0.219	7.666	10	44	11.8482	3.792
Fosfomycin	O=P(O)(O)C1OC1(C)	CC1OC1P(O)([O-])=O	-2	-1.64128382966	TS		-1.391	8.825	-1.497	8.825	1.5	1	21.4	0.17	1	0	-1	0	0	0	2.24	1.684	3.265	1	-0.843	9.79	0	15	5.7754	3.666
Ifosfamide	O=P1(OCCCN1(CCCl))(NCCCl)	ClCCNP1(=O)OCCCN1CCCl	-2	-1.54855062798	TS		0.861	19.143	1.966	97.44	1.5	3	24.1	0.113	1	6.9	0	0	0	0	3.864	2.186	3.378	1	0.139	9.004	3	2	11.4293	3.527
Iohexol	O=C(NCC(O)CO)c1c(c(C(=O)NCC(O)CO)c(c(c1I)N(C(=O)C)CC(O)CO)I)I	CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I	-2	-1.74714351062	TS		-1.843	43.363	-0.296	43.363	11	6	31.7	1.388	2.807	5	0	0	0	9	0.088	1.2	3.671	9	0.132	13.686	7	324	22.6073	3.844
Iopamidol	O=C(NC(CO)CO)c1c(c(NC(O)C(=O)C)c(c(C(=O)NC(CO)CO)c1I)I)I	CC(=O)C(O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I	-2	-1.76688946184	TS		-0.995	37.475	0.002	37.475	11	6	32.1	1.407	2.807	5.7	0	0	0	9	0	1.097	3.672	9	0.121	14.663	6	235	20.9975	3.808
Meprobamate	O=C(OCC(C)(COC(=O)N)CCC)N	CCCC(C)(COC(N)=O)COC(N)=O	-2	-1.56772301475	TS		1.267	45.429	-0.121	45.429	3	5	27.3	0.215	1.585	6.1	0	2	0	2	0.015	1.689	3.262	2	0.007	6.615	2	28	14	3.622
Miglitol	OCCN1CC(O)C(O)C(O)C1CO	OCC[NH+]1CC(O)C(O)C(O)C1CO	-2	-1.76431307158	TS		-4.004	4.211	-5.886	4.211	0	0	25	0	0	3.1	1	1	0	0	34.647	1.757	3.264	0	-0.122	6.508	3	50	11.9034	3.427
Pyridostigmine	O=C(Oc1ccc[n+](c1)C)N(C)C	CN(C)C(=O)OC1=CC=C[N+](C)=C1	-2	-1.43050660093	TS		0.751	74.242	0.315	74.242	7	2	34.6	1.273	2.322	7.7	1	1	2	6	0.099	1.983	3.331	7	-0.143	6.971	6	2	10.1099	3.762
Ribavirin	O=C(N)c1ncn(n1)C2OC(CO)C(O)C2(O)	NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O	-2	-1.73395318343	TS		-2.745	15.651	-1.282	15.651	5.5	0	27.6	1.006	2.17	13.8	0	1	0	3	1.643	1.622	3.495	6	-0.053	8.422	6	51	10.9111	3.574
Stavudine	O=C1NC(=O)N(C=C1C)C2OC(C=C2)CO	CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O	-2	-1.41728586394	TS		-0.515	48.991	0.139	48.991	5.5	4	35.7	0.853	2.322	7.1	0	0	0	6	0.019	1.593	3.567	4	-0.021	8.009	5	33	11.0435	3.852
Tobramycin	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)CC1(N))C(N)CC2(N))C(O)C(N)C3(O)	[NH3+]CC1OC(OC2C([NH3+])CC([NH3+])C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)C([NH3+])CC1O	-2	-1.68021188554	TS		-11.884	7.894	-22.93	7.894	0	2	24.3	0	0	6.8	5	5	0	0	525.774	1.482	3.679	0	-0.033	6.387	5	234	15.2583	3.593
Diatrizoic Acid (Amidotrizoate)	O=C(O)c1c(c(NC(=O)C)c(c(NC(=O)C)c1I)I)I	CC(=O)NC1=C(I)C(C([O-])=O)=C(I)C(NC(C)=O)=C1I	-2	-1.20986281563	TS		0.732	47.452	2.755	47.452	11.5	6	39.3	1.519	2.807	7.1	-1	0	0	9	7.591	0.939	3.662	9	0.092	21.89	4	38	15.3868	3.759
Tolcapone	O=C(c1ccc(cc1)C)c2cc(O)c(O)c(c2)[N+](=O)[O-]	CC1=CC=C(C=C1)C(=O)C1=CC(O)=C([O-])C(=C1)[N+]([O-])=O	2.920297288	1.28681094683	EVS	reliable	2.402	87.896	2.401	87.896	17	10	46.7	2.37	3.322	3.3	-1	0	6	13	5.763	0.834	3.791	15	0.244	9.075	1	46	12.2534	3.82
Repaglinide	O=C(O)c1ccc(cc1(OCC))CC(=O)NC(c2ccccc2N3CCCCC3)CC(C)C	CCOC1=CC(CC(=O)NC(CC(C)C)C2=CC=CC=C2N2CCCCC2)=CC=C1C([O-])=O	1.817344971	1.81903561398	EVS	reliable	4.604	143.262	3.71	143.262	16	19	39.7	2.286	3.17	2.9	-1	0	7	14	13.765	1.361	3.869	14	-0.133	6.642	5	32	14.2148	3.656
Nimodipine	O=C(OCCOC)C2=C(N=C(C)C(C(=O)OC(C)C)C2(c1cccc(c1)[N+](=O)[O-]))C	COCCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C	1.788875116	1.49257897942	EVS	reliable	2.277	122.298	2.251	122.298	15	12	37.5	2.114	3.322	3.6	0	0	4	11	5.068	1.382	3.709	12	-0.22	7.473	3	142	17.2467	4.018
Midazolam	Fc1ccccc1C2=NCc4cnc(n4(c3ccc(cc23)Cl))C	CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12	1.762104596	1.31641698539	EVS	reliable	4.34	115.903	4.27	155.052	17.5	11	50	3.612	3.392	8.3	0	0	7	16	18.232	1.05	3.794	18	0.032	9.05	7	0	18.2754	3.49
Sulfinpyrazone	O=C2C(=C(O)N(c1ccccc1)N2c3ccccc3)CCS(=O)c4ccccc4	[O-]C1=C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1	1.762104596	2.10292643658	EVS	reliable	3.81	164.87	4.039	184.003	23.5	17	47.9	2.504	3.7	4.2	-1	0	15	21	16.31	1.048	3.874	21	-0.205	8.406	4	16	12.0629	4.774
Nitrendipine	O=C(OCC)C2=C(N=C(C)C(C(=O)OC)C2(c1cccc(c1)[N+](=O)[O-]))C	CCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC	1.69019608	1.54247747811	EVS	reliable	2.03	108.88	2.307	108.88	15	11	39.1	2.16	3.322	4.3	0	0	4	11	5.324	1.296	3.708	12	-0.221	7.835	3	94	16.0126	4.01
Lansoprazole	O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCC(F)(F)F)c3C	CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1	1.668563397	1.19216482207	EVS	reliable	3.656	94.673	1.749	113.805	16	7	41	3.105	3.322	7.7	0	0	5	12	3.06	1	3.826	17	0.039	9.472	6	6	13.2322	4.799
Gestodene	O=C2CC1=CCC3C4C=CC(O)(C#C)C4(CC)(CCC3(C1CC2))	CCC12CCC3C(CC=C4CC(=O)CCC34)C1C=CC2(O)C#C	1.628166728	1.69610531502	EVS	reliable	3.901	103.667	3.959	103.667	5.5	19	42.9	1.009	2.585	0	0	0	0	5	15.675	1.039	3.795	4	-0.031	6.336	0	10	20.9667	4.335
Dicloxacillin	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2c(cccc2Cl)Cl)C3SC4(C)(C)	CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C([O-])=O)C(=NO1)C1=C(Cl)C=CC=C1Cl	1.466912534	1.50504006331	EVS	reliable	2.475	92.606	3.204	203.123	14.5	11	41.3	2.296	3.248	6.5	-1	0	3	12	10.264	1.173	3.879	14	-0.129	10.203	6	64	13.7778	4.952
Rabeprazole	O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCCCOC)c3C	COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1	1.415424563	1.14329076196	EVS	reliable	2.58	104.923	1.095	124.056	16	8	39.1	3.105	3.322	6.5	0	0	5	12	1.2	1.354	3.827	17	0.077	7.815	6	20	13.1535	4.799
Oxazepam	O=C2Nc1ccc(cc1C(NC2(=O))c3ccccc3)Cl	ClC1=CC=C2NC(=O)C(=O)NC(C3=CC=CC=C3)C2=C1	1.380211242	0.97819448313	EVS	reliable	2.334	97.848	2.174	136.996	15.5	11	48.4	2.329	3.17	6.5	0	0	8	14	4.727	1.036	3.769	14	0.039	9.249	4	3	16.2742	3.866
Sildenafil	O=C1NC(=Nc2c(nn(c12)C)CCC)c3cc(ccc3(OCC))S(=O)(=O)N4CCN(C)CC4	CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1.380211242	1.14462937512	EVS	reliable	2.772	106.239	1.51	112.046	17	8	34.9	2.713	3.392	9.5	0	0	3	11	2.28	1.651	3.849	15	-0.151	7.534	12	36	14.7686	4.727
Tiagabine	O=C(O)C3CN(CCC=C(c1c(ccs1)C)c2c(ccs2)C)CCC3	CC1=C(SC=C1)C(=CCC[NH+]1CCCC(C1)C([O-])=O)C1=C(C)C=CS1	1.380211242	0.950403462410001	EVS	reliable	3.023	94.286	-0.14	156.842	11	14	40	1.667	3	2	0	1	2	11	0.02	1.099	3.839	12	-0.056	7.512	3	2	11.4171	3.73
Nifedipine	O=C(OC)C2=C(N=C(C)C(C(=O)OC)C2(c1ccccc1[N+](=O)[O-]))C	COC(=O)C1C(C2=CC=CC=C2[N+]([O-])=O)C(C(=O)OC)=C(C)N=C1C	1.337005216	1.35025682102	EVS	reliable	1.682	106.346	2.07	106.346	15	10	39.5	2.268	3.322	4.7	0	0	4	11	4.284	1.284	3.7	12	-0.241	8.055	3	86	16.2507	4.021
Tetrahydrocannabinol, D9-	Oc1cc(cc2OC(C)(C)C3CCC(=CC3(c12))C)CCCCC	CCCCCC1=CC2=C(C3C=C(C)CCC3C(C)(C)O2)C(O)=C1	1.278753601	1.75694052462	EVS	reliable	6.084	93.737	4.495	93.737	8	18	39.6	1.586	2.322	0	0	0	2	8	20.206	1.194	3.73	7	-0.101	5.934	0	4	18.7562	3.809
Ketanserin	O=C1Nc4ccccc4(C(=O)N1CCN3CCC(C(=O)c2ccc(F)cc2)CC3)	FC1=CC=C(C=C1)C(=O)C1CC[NH+](CCN2C(=O)NC3=CC=CC=C3C2=O)CC1	1.235069119	0.9077319466	EVS	reliable	1.43	121.665	-0.713	121.665	17	13	42.3	2.172	3.322	5.8	1	1	8	15	0.508	1.203	3.867	15	-0.035	7.625	8	24	13.0474	3.908
Chlorpromazine	c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C	C[NH+](C)CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C12	1.226783967	1.02534632441	EVS	reliable	3.179	101.988	0.084	173.356	13	10	41.5	2.454	2.807	4.9	1	1	7	12	0.007	1.28	3.719	12	0.053	7.803	6	0	17.6545	4.606
Piretanide	O=C(O)c2cc(c(Oc1ccccc1)c(c2)S(=O)(=O)N)N3CCCC3	NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C([O-])=O	1.210622909	1.05528962073	EVS	reliable	1.768	100.309	1.371	106.116	17.5	10	40.5	2.377	3.322	4.8	-1	1	7	13	1.88	1.271	3.802	15	0.033	8.605	3	48	12.9058	4.692
Bunazosin	O=C(N3CCN(C1=NC(=N)c2cc(OC)c(OC)cc2(N1))CCC3)CCC	CCCC(=O)N1CCCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=[NH+]1	1.194976603	0.33288208616	EVS	reliable	2.13	89.706	2.138	89.706	12.5	7	34.5	2.371	2.907	9.1	1	2	2	9	4.569	1.696	3.665	12	-0.04	6.809	11	26	15.5858	3.716
Paroxetine	Fc1ccc(cc1)C4CCNCC4(COc2ccc3OCOc3(c2))	FC1=CC=C(C=C1)C1CC[NH2+]CC1COC1=CC=C2OCOC2=C1	1.194976603	1.11806207264	EVS	reliable	1.999	112.359	-0.395	112.359	13.5	11	42.2	2.091	2.807	2.2	1	1	7	12	0.156	1.076	3.824	12	0.097	7.342	2	11	12.685	3.324
Ropivacaine	O=C(Nc1c(cccc1C)C)C2N(CCC)CCCC2	CCC[NH+]1CCCCC1C(=O)NC1=C(C)C=CC=C1C	1.194976603	0.48885925261	EVS	reliable	2.4	83.086	-0.807	83.086	8	12	36.2	1.174	2.322	4.3	1	1	3	7	0.651	1.475	3.761	7	-0.073	5.861	5	0	12.9314	3.786
Dexmedetomidine	n1c[nH]cc1C(c2cccc(c2C)C)C	CC(C1=CNC=N1)C1=CC=CC(C)=C1C	1.194976603	0.56000536688	EVS	reliable	3.134	84.884	2.753	84.884	10	10	41.9	1.935	2.7	6.5	0	0	3	9	7.576	1.266	3.661	11	0.026	6.462	4	0	10.5217	3.42
Oxacillin	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2ccccc2)C3SC4(C)(C)	CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C([O-])=O)C(=NO1)C1=CC=CC=C1	1.123384909	1.11551696887	EVS	reliable	1.146	104.558	2.217	136.777	14.5	11	41.3	2.155	3.248	6.5	-1	0	5	12	4.916	1.178	3.87	14	-0.158	8.706	6	64	12.8961	4.952
Perphenazine	OCCN1CCN(CC1)CCCN4c2ccccc2Sc3ccc(cc34)Cl	OCC[NH+]1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1	1.123384909	0.89643121911	EVS	reliable	2.597	95.724	-1.05	167.092	13	10	38.9	2.414	2.807	5.6	1	1	7	12	1.103	1.388	3.719	12	0.006	7.501	9	0	15.7995	4.606
Imipramine	c1ccc3c(c1)N(c2ccccc2CC3)CCCN(C)C	C[NH+](C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12	1.091080469	1.00053619548	EVS	reliable	2.827	116.302	0.192	116.302	12.5	13	41.3	2.442	2.807	4.3	1	1	8	12	0.037	1.389	3.748	12	-0.027	6.119	6	0	18.8009	3.428
Sufentanil	O=C(N(c1ccccc1)C3(COC)(CCN(CCc2cccs2)CC3))CC	CCC(=O)N(C1=CC=CC=C1)C1(COC)CC[NH+](CCC2=CC=CS2)CC1	1.091080469	0.88864157577	EVS	reliable	1.67	123.558	-0.644	154.836	12	13	37.9	1.456	2.907	3.4	1	1	7	11	0.415	1.391	3.867	12	0.004	6.683	6	5	11.3359	3.941
Zolpidem	O=C(N(C)C)Cc2c(nc1ccc(cn12)C)c3ccc(cc3)C	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	1.06069784	1.22865497264	EVS	reliable	3.792	124.373	3.025	124.373	15.5	12	43.2	3.224	3.322	6.8	0	0	6	14	9.152	1.434	3.811	17	0.218	6.987	8	0	14.427	3.734
Etoricoxib	O=S(=O)(c1ccc(cc1)c3cc(cnc3(c2cnc(cc2)C))Cl)C	CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O	1.054830493	1.77389622322	EVS	reliable	3.467	120.566	2.933	165.76	21	12	46.2	3.638	3.585	5.1	0	0	7	16	8.604	1.139	3.9	20	-0.039	9.202	4	2	12.745	5.18
