Id	CAS number	VEGA SMILES	Status	Exp
4147	154323-57-6	O=S(=O)(N1CCCC1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Training	0
4148	76824-35-6	O=S(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N	Training	0
4149	57-67-0	O=S(=O)(NC(=N)N)c1ccc(N)cc1	Training	0
4150	515-49-1	O=S(=O)(NC(N)=S)c1ccc(N)cc1	Training	0
4151	143388-64-1	O=S(=O)(NC)CCc1ccc2[nH]cc(c2(c1))C3CCN(C)CC3	Training	0
4152	103628-46-2	O=S(=O)(NC)Cc1ccc2[nH]cc(c2(c1))CCN(C)C	Training	0
4153	80-30-8	O=S(=O)(NC1CCCCC1)c2ccc(cc2)C	Training	0
4154	64795-35-3	O=S(=O)(NC3CN(C)C4Cc2cn(c1cccc(c12)C4(C3))C)N(C)C	Training	0
4155	4151-50-2	O=S(=O)(NCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
4156	80-39-7	O=S(=O)(NCC)c1ccc(cc1)C	Training	0
4157	1907-65-9	O=S(=O)(NCCCC)c1ccc(cc1)C	Training	0
4158	3622-84-2	O=S(=O)(NCCCC)c1ccccc1	Training	0
4159	38051-02-4	O=S(=O)(NCC[n+]1ccccc1)c3cc(ccc3(N=Nc2ccc(cc2)S(=O)(=O)N(C)C))N(CC)CC	Training	0
4160	104-22-3	O=S(=O)(NCc1ccccc1)c2ccc(N)cc2	Training	0
4161	7080-50-4	O=S(=O)(NCl)c1ccc(cc1)C	Training	0
4162	80-51-3	O=S(=O)(NN)c2ccc(Oc1ccc(cc1)S(=O)(=O)NN)cc2	Training	0
4163	145701-23-1	O=S(=O)(Nc1c(F)cccc1(F))c2nc3c(F)cnc(OC)n3(n2)	Training	0
4164	98967-40-9	O=S(=O)(Nc1c(F)cccc1(F))c2nc3nc(ccn3(n2))C	Training	0
4165	145701-21-9	O=S(=O)(Nc1c(cccc1Cl)Cl)c2nc3cc(F)nc(OCC)n3(n2)	Training	0
4166	3930-20-9	O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C	Training	0
4167	52298-44-9	O=S(=O)(Nc1ccccc1)c2cc(OC)c(N)cc2(OC)	Training	0
4168	127-77-5	O=S(=O)(Nc1ccccc1)c2ccc(N)cc2	Training	0
4169	116-45-0	O=S(=O)(Nc1nc(c(c(n1)C)Br)C)c2ccc(N)cc2	Training	0
4170	57-68-1	O=S(=O)(Nc1nc(cc(n1)C)C)c2ccc(N)cc2	Training	0
4171	3772-76-7	O=S(=O)(Nc1nc(nc(OC)c1)C)c2ccc(N)cc2	Training	0
4172	122-11-2	O=S(=O)(Nc1nc(nc(OC)c1)OC)c2ccc(N)cc2	Training	0
4173	515-64-0	O=S(=O)(Nc1nc(nc(c1)C)C)c2ccc(N)cc2	Training	0
4174	219714-96-2	O=S(=O)(Nc1nc2c(OC)cnc(OC)n2(n1))c3c(OCC(F)F)cccc3C(F)(F)F	Training	0
4175	59-40-5	O=S(=O)(Nc1nc2ccccc2(nc1))c3ccc(N)cc3	Training	0
4176	651-06-9	O=S(=O)(Nc1ncc(OC)cn1)c2ccc(N)cc2	Training	0
4177	127-79-7	O=S(=O)(Nc1nccc(n1)C)c2ccc(N)cc2	Training	0
4178	144-83-2	O=S(=O)(Nc1ncccc1)c2ccc(N)cc2	Training	0
4179	68-35-9	O=S(=O)(Nc1ncccn1)c2ccc(N)cc2	Training	0
4180	152-47-6	O=S(=O)(Nc1nccnc1(OC))c2ccc(N)cc2	Training	0
4181	72-14-0	O=S(=O)(Nc1nccs1)c2ccc(N)cc2	Training	0
4182	2447-57-6	O=S(=O)(Nc1ncnc(OC)c1(OC))c2ccc(N)cc2	Training	0
4183	1220-83-3	O=S(=O)(Nc1ncnc(OC)c1)c2ccc(N)cc2	Training	0
4184	1492-02-0	O=S(=O)(Nc1nnc(C(C)(C)C)s1)c2ccccc2	Training	0
4185	144-82-1	O=S(=O)(Nc1nnc(C)s1)c2ccc(N)cc2	Training	0
4186	94-19-9	O=S(=O)(Nc1nnc(CC)s1)c2ccc(N)cc2	Training	0
4187	80-35-3	O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2	Training	0
4188	963-14-4	O=S(=O)(Nc1nnc(OCC)cc1)c2ccc(N)cc2	Training	0
4189	80-32-0	O=S(=O)(Nc1nnc(cc1)Cl)c2ccc(N)cc2	Training	0
4190	723-46-6	O=S(=O)(Nc1noc(c1)C)c2ccc(N)cc2	Training	0
4191	127-69-5	O=S(=O)(Nc1onc(c1C)C)c2ccc(N)cc2	Training	0
4192	115256-11-6	O=S(=O)(Nc2ccc(OCCN(C)CCc1ccc(cc1)NS(=O)(=O)C)cc2)C	Training	0
4193	526-08-9	O=S(=O)(Nc2ccnn2(c1ccccc1))c3ccc(N)cc3	Training	0
4194	147536-97-8	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ncccn3)c4ccc(cc4)C(C)(C)C	Training	0
4195	75-75-2	O=S(=O)(O)C	Training	0
4196	3871-99-6	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
4197	29420-49-3	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
4198	1493-13-6	O=S(=O)(O)C(F)(F)F	Training	0
4199	97683-31-3	O=S(=O)(O)C2=CC(=C1C=CC=C(C=C12)C(C)C)CC	Training	0
4200	3039-83-6	O=S(=O)(O)C=C	Training	0
4201	1561-92-8	O=S(=O)(O)CC(=C)C	Training	0
4202	207233-91-8	O=S(=O)(O)CC(CS)S	Training	0
4203	126-83-0	O=S(=O)(O)CC(O)CCl	Training	0
4204	52556-42-0	O=S(=O)(O)CC(O)COCC=C	Training	0
4205	2495-39-8	O=S(=O)(O)CC=C	Training	0
4206	5324-84-5	O=S(=O)(O)CCCCCCCC	Training	0
4207	1132-61-2	O=S(=O)(O)CCCN1CCOCC1	Training	0
4208	36589-58-9	O=S(=O)(O)CCCS(=O)(=O)O	Training	0
4209	107-35-7	O=S(=O)(O)CCN	Training	0
4210	75277-39-3	O=S(=O)(O)CCN1CCN(CCO)CC1	Training	0
4211	4316-74-9	O=S(=O)(O)CCNC	Training	0
4212	1562-00-1	O=S(=O)(O)CCO	Training	0
4213	19767-45-4	O=S(=O)(O)CCS	Training	0
4214	870-72-4	O=S(=O)(O)CO	Training	0
4215	140-56-7	O=S(=O)(O)N=Nc1ccc(cc1)N(C)C	Training	0
4216	139-05-9	O=S(=O)(O)NC1CCCCC1	Training	0
4217	512-42-5	O=S(=O)(O)OC	Training	0
4218	139-88-8	O=S(=O)(O)OC(CCC(CC)CCCC)CC(C)C	Training	0
4219	126-92-1	O=S(=O)(O)OCC(CC)CCCC	Training	0
4220	142-31-4	O=S(=O)(O)OCCCCCCCC	Training	0
4221	1072-15-7	O=S(=O)(O)OCCCCCCCCC	Training	0
4222	142-87-0	O=S(=O)(O)OCCCCCCCCCC	Training	0
4223	151-21-3	O=S(=O)(O)OCCCCCCCCCCCC	Training	0
4224	1120-01-0	O=S(=O)(O)OCCCCCCCCCCCCCCCC	Training	0
4225	926-39-6	O=S(=O)(O)OCCN	Training	0
4226	10040-45-6	O=S(=O)(O)Oc1ccc(cc1)C(c2ncccc2)c3ccc(OS(=O)(=O)O)cc3	Training	0
4227	118-88-7	O=S(=O)(O)c1cc(N)ccc1C	Training	0
4228	149-45-1	O=S(=O)(O)c1cc(O)c(O)c(c1)S(=O)(=O)O	Training	0
4229	90-51-7	O=S(=O)(O)c1cc(O)c2cc(N)ccc2(c1)	Training	0
4230	119-40-4	O=S(=O)(O)c1cc(O)c2ccc(cc2(c1))Nc3ccccc3	Training	0
4231	21799-87-1	O=S(=O)(O)c1cc(O)ccc1(O)	Training	0
4232	88-53-9	O=S(=O)(O)c1cc(c(cc1(N))C)Cl	Training	0
4233	88-51-7	O=S(=O)(O)c1cc(c(cc1(N))Cl)C	Training	0
4234	6378-25-2	O=S(=O)(O)c1cc(c(cc1Cl)Cl)Cl	Training	0
4235	88-23-3	O=S(=O)(O)c1cc(cc(N)c1(O))Cl	Training	0
4236	88-44-8	O=S(=O)(O)c1cc(ccc1(N))C	Training	0
4237	609-54-1	O=S(=O)(O)c1cc(ccc1C)C	Training	0
4238	515-74-2	O=S(=O)(O)c1ccc(N)cc1	Training	0
4239	88-63-1	O=S(=O)(O)c1ccc(N)cc1(N)	Training	0
4240	98-37-3	O=S(=O)(O)c1ccc(O)c(N)c1	Training	0
4241	825-90-1	O=S(=O)(O)c1ccc(O)cc1	Training	0
4242	98-44-2	O=S(=O)(O)c1ccc(c(N)c1)S(=O)(=O)O	Training	0
4243	104-15-4	O=S(=O)(O)c1ccc(cc1)C	Training	0
4244	15763-76-5	O=S(=O)(O)c1ccc(cc1)C(C)C	Training	0
4245	98-69-1	O=S(=O)(O)c1ccc(cc1)CC	Training	0
4246	98-66-8	O=S(=O)(O)c1ccc(cc1)Cl	Training	0
4247	16470-24-9	O=S(=O)(O)c1ccc(cc1)Nc2nc(nc(n2)N(CCO)CCO)Nc6ccc(C=Cc3ccc(cc3S(=O)(=O)O)Nc4nc(nc(n4)N(CCO)CCO)Nc5ccc(cc5)S(=O)(=O)O)c(c6)S(=O)(=O)O	Training	0
4248	827-21-4	O=S(=O)(O)c1ccc(cc1C)C	Training	0
4249	27503-81-7	O=S(=O)(O)c1ccc2[nH]c(nc2(c1))c3ccccc3	Training	0
4250	93-00-5	O=S(=O)(O)c1ccc2cc(N)ccc2(c1)	Training	0
4251	135-51-3	O=S(=O)(O)c1ccc2cc(O)c(cc2(c1))S(=O)(=O)O	Training	0
4252	135-76-2	O=S(=O)(O)c1ccc2cc(O)ccc2(c1)	Training	0
4253	120-18-3	O=S(=O)(O)c1ccc2ccccc2(c1)	Training	0
4254	915-67-3	O=S(=O)(O)c1ccc4c(c1)cc(c(O)c4(N=Nc2ccc(c3ccccc23)S(=O)(=O)O))S(=O)(=O)O	Training	0
4255	121-47-1	O=S(=O)(O)c1cccc(N)c1	Training	0
4256	4680-78-8	O=S(=O)(O)c1cccc(c1)CN(c2ccc(cc2)C(c3ccccc3)=C4C=CC(C=C4)=[N+](Cc5cccc(c5)S(=O)(=O)O)CC)CC	Training	0
4257	101-11-1	O=S(=O)(O)c1cccc(c1)CN(c2ccccc2)CC	Training	0
4258	831-59-4	O=S(=O)(O)c1cccc(c1)S(=O)(=O)O	Training	0
4259	88-21-1	O=S(=O)(O)c1ccccc1(N)	Training	0
4260	15046-75-0	O=S(=O)(O)c1ccccc1C	Training	0
4261	81-16-3	O=S(=O)(O)c2c(N)ccc1ccccc12	Training	0
4262	67786-14-5	O=S(=O)(O)c2cc(O)c3c(N=Nc1ccccc1C(F)(F)F)c(N)ccc3(c2)	Training	0
4263	547-91-1	O=S(=O)(O)c2cc(c(O)c1ncccc12)I	Training	0
4264	15301-40-3	O=S(=O)(O)c2ccc(OCC)c1ncccc12	Training	0
4265	25956-17-6	O=S(=O)(O)c2ccc3c(N=Nc1cc(c(cc1(OC))S(=O)(=O)O)C)c(O)ccc3(c2)	Training	0
4266	207569-02-6	O=S(=O)(O)c2cccc1c2(cccc1S(=O)(=O)O)	Training	0
4267	130-14-3	O=S(=O)(O)c2cccc1ccccc12	Training	0
4268	1936-15-8	O=S(=O)(O)c3cc2ccc(O)c(N=Nc1ccccc1)c2c(c3)S(=O)(=O)O	Training	0
4269	2783-94-0	O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1cc(ccc12)S(=O)(=O)O)cc3	Training	0
4270	5850-86-2	O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1ccccc12)c(c3)C	Training	0
4271	633-96-5	O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1ccccc12)cc3	Training	0
4272	68555-86-2	O=S(=O)(O)c3ccc(N=Nc2cc(OC)c(N=Nc1ccc(OC)cc1)cc2C)cc3	Training	0
4273	1320-07-6	O=S(=O)(O)c3ccc(N=Nc2ccc(O)c(N=Nc1ccc(cc1C)C)c2(O))cc3	Training	0
4274	27344-41-8	O=S(=O)(O)c4ccccc4(C=Cc1ccc(cc1)c2ccc(cc2)C=Cc3ccccc3S(=O)(=O)O)	Training	0
4275	926-06-7	O=S(=O)(OC(C)C)C	Training	0
4276	66-27-3	O=S(=O)(OC)C	Training	0
4277	333-27-7	O=S(=O)(OC)C(F)(F)F	Training	0
4278	77-78-1	O=S(=O)(OC)OC	Training	0
4279	299-75-2	O=S(=O)(OCC(O)C(O)COS(=O)(=O)C)C	Training	0
4280	62-50-0	O=S(=O)(OCC)C	Training	0
4281	64-67-5	O=S(=O)(OCC)OCC	Training	0
4282	97240-79-4	O=S(=O)(OCC23(OCC1OC(OC1C3(OC(O2)(C)C))(C)C))N	Training	0
4283	55-98-1	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	0
4284	80-33-1	O=S(=O)(Oc1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
4285	80-38-6	O=S(=O)(Oc1ccc(cc1)Cl)c2ccccc2	Training	0
4286	97-16-5	O=S(=O)(Oc1ccc(cc1Cl)Cl)c2ccccc2	Training	0
4287	26225-79-6	O=S(=O)(Oc1ccc2OC(OCC)C(c2(c1))(C)C)C	Training	0
4288	41483-43-6	O=S(=O)(Oc1nc(nc(c1CCCC)C)NCC)N(C)C	Training	0
4289	6579-54-0	O=S(=O)(c1c(cccc1Cl)Cl)Cl	Training	0
4290	80-08-0	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	0
4291	98-57-7	O=S(=O)(c1ccc(cc1)Cl)C	Training	0
4292	202409-33-4	O=S(=O)(c1ccc(cc1)c3cc(cnc3(c2cnc(cc2)C))Cl)C	Training	0
4293	599-61-1	O=S(=O)(c1cccc(N)c1)c2cccc(N)c2	Training	0
4294	70693-59-3	O=S(=O)(c1ccccc1(N))N(C)C2CCCCC2	Training	0
4295	80-00-2	O=S(=O)(c1ccccc1)c2ccc(cc2)Cl	Training	0
4296	127-63-9	O=S(=O)(c1ccccc1)c2ccccc2	Training	0
4297	4273-98-7	O=S(=O)(c1ccccc1)c2ccccc2(N)	Training	0
4298	105628-07-7	O=S(=O)(c2cccc1cnccc12)N3CCNCCC3	Training	0
4299	67-68-5	O=S(C)C	Training	0
4300	1758-73-2	O=S(O)C(=N)N	Training	0
4301	144-75-2	O=S(O)CNc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NCS(=O)O	Training	0
4302	149-44-0	O=S(O)CO	Training	0
4303	74135-10-7	O=S(O)OCC2OC(OC1(OC(COS(=O)O)C(OS(=O)O)C1(OS(=O)O))(COS(=O)O))C(OS(=O)O)C(OS(=O)O)C2(OS(=O)O)	Training	0
4304	140-57-8	O=S(OCCCl)OC(C)COc1ccc(cc1)C(C)(C)C	Training	0
4305	115-90-2	O=S(c1ccc(OP(OCC)(OCC)=S)cc1)C	Training	0
4306	151506-44-4	O=S(c1ccc(cc1)c3cc(nn3(c2ccc(OC)cc2))C(F)F)C	Training	0
4307	138786-67-1	O=S(c1nc2cc(OC(F)F)ccc2([nH]1))Cc3nccc(OC)c3(OC)	Training	0
4308	73590-58-6	O=S(c1nc2cc(OC)ccc2([nH]1))Cc3ncc(c(OC)c3C)C	Training	0
4309	103577-45-3	O=S(c1nc2ccccc2([nH]1))Cc3nccc(OCC(F)(F)F)c3C	Training	0
4310	73384-60-8	O=S(c3ccc(c1nc2ncccc2([nH]1))c(OC)c3)C	Training	0
4311	77-79-2	O=S1(=O)(CC=CC1)	Training	0
4312	126-33-0	O=S1(=O)(CCCC1)	Training	0
4313	1120-71-4	O=S1(=O)(OCCC1)	Training	0
4314	1072-53-3	O=S1(=O)(OCCO1)	Training	0
4315	3741-38-6	O=S1OCCO1	Training	0
4316	364-98-7	O=S2(=O)(NC(=Nc1ccc(cc12)Cl)C)	Training	0
4317	4784-40-1	O=S3(=O)(c1ccccc1N(c2ccccc23)CC(C)CN(C)C)	Training	0
4318	125-31-5	O=S4(=O)(OC(c1cc(c(O)cc1C)C)(c2cc(c(O)cc2C)C)c3ccccc34)	Training	0
4319	143-74-8	O=S4(=O)(OC(c1ccc(O)cc1)(c2ccc(O)cc2)c3ccccc34)	Training	0
4320	127625-29-0	O=S5(=O)(c2cccc1cccc(c12)N5(CCCN4CCN(c3ccc(F)cc3)CC4))	Training	0
4321	75-60-5	O=[As](O)(C)C	Training	0
4322	127-85-5	O=[As](O)(O)c1ccc(N)cc1	Training	0
4323	75-52-5	O=[N+]([O-])C	Training	0
4324	598-91-4	O=[N+]([O-])C(Br)Br	Training	0
4325	76-39-1	O=[N+]([O-])C(C)(C)CO	Training	0
4326	594-71-8	O=[N+]([O-])C(C)(C)Cl	Training	0
4327	77-49-6	O=[N+]([O-])C(C)(CO)CO	Training	0
4328	594-72-9	O=[N+]([O-])C(C)(Cl)Cl	Training	0
4329	79-46-9	O=[N+]([O-])C(C)C	Training	0
4330	600-25-9	O=[N+]([O-])C(CC)Cl	Training	0
4331	597-09-1	O=[N+]([O-])C(CO)(CO)CC	Training	0
4332	126-11-4	O=[N+]([O-])C(CO)(CO)CO	Training	0
4333	509-14-8	O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	Training	0
4334	150824-47-8	O=[N+]([O-])C=C(NC)N(Cc1cnc(cc1)Cl)CC	Training	0
4335	76963-41-2	O=[N+]([O-])C=C(NC)NCCSCc1nc(CN(C)C)sc1	Training	0
4336	66357-35-5	O=[N+]([O-])C=C(NC)NCCSCc1oc(cc1)CN(C)C	Training	0
4337	79-24-3	O=[N+]([O-])CC	Training	0
4338	108-03-2	O=[N+]([O-])CCC	Training	0
4339	627-05-4	O=[N+]([O-])CCCC	Training	0
4340	646-14-0	O=[N+]([O-])CCCCCC	Training	0
4341	625-48-9	O=[N+]([O-])CCO	Training	0
4342	165252-70-0	O=[N+]([O-])N=C(NC)NCC1COCC1	Training	0
4343	210880-92-5	O=[N+]([O-])N=C(NC)NCc1cnc(Cl)s1	Training	0
4344	153719-23-4	O=[N+]([O-])N=C1N(C)COCN1Cc2cnc(Cl)s2	Training	0
4345	138261-41-3	O=[N+]([O-])N=C1NCCN1Cc2cnc(cc2)Cl	Training	0
4346	556-88-7	O=[N+]([O-])NC(=N)N	Training	0
4347	16051-77-7	O=[N+]([O-])OC1COC2C(O)COC12	Training	0
4348	87-33-2	O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12	Training	0
4349	27247-96-7	O=[N+]([O-])OCC(CC)CCCC	Training	0
4350	7077-34-1	O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-]	Training	0
4351	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	0
4352	117-18-0	O=[N+]([O-])c1c(c(cc(c1Cl)Cl)Cl)Cl	Training	0
4353	18708-70-8	O=[N+]([O-])c1c(cc(cc1Cl)Cl)Cl	Training	0
4354	96-91-3	O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]	Training	0
4355	5307-14-2	O=[N+]([O-])c1cc(N)ccc1(N)	Training	0
4356	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	0
4357	119-32-4	O=[N+]([O-])c1cc(N)ccc1C	Training	0
4358	96-96-8	O=[N+]([O-])c1cc(OC)ccc1(N)	Training	0
4359	86-16-8	O=[N+]([O-])c1cc(OCC)c(cc1(OCC))N2CCOCC2	Training	0
4360	616-86-4	O=[N+]([O-])c1cc(OCC)ccc1(N)	Training	0
4361	1817-73-8	O=[N+]([O-])c1cc(c(N)c(c1)Br)[N+](=O)[O-]	Training	0
4362	83-66-9	O=[N+]([O-])c1cc(c(OC)c(c1C)[N+](=O)[O-])C(C)(C)C	Training	0
4363	20098-48-0	O=[N+]([O-])c1cc(c(c(c1)Cl)Cl)Cl	Training	0
4364	89-69-0	O=[N+]([O-])c1cc(c(cc1Cl)Cl)Cl	Training	0
4365	483-84-1	O=[N+]([O-])c1cc(c2ccc(cc2(c1(O)))S(=O)(=O)O)[N+](=O)[O-]	Training	0
4366	2683-43-4	O=[N+]([O-])c1cc(cc(c1(N))Cl)Cl	Training	0
4367	609-93-8	O=[N+]([O-])c1cc(cc(c1(O))[N+](=O)[O-])C	Training	0
4368	393-75-9	O=[N+]([O-])c1cc(cc(c1Cl)[N+](=O)[O-])C(F)(F)F	Training	0
4369	4726-14-1	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)C	Training	0
4370	33245-39-5	O=[N+]([O-])c1cc(cc(c1N(CCC)CCCl)[N+](=O)[O-])C(F)(F)F	Training	0
4371	89-62-3	O=[N+]([O-])c1cc(ccc1(N))C	Training	0
4372	89-63-4	O=[N+]([O-])c1cc(ccc1(N))Cl	Training	0
4373	33229-34-4	O=[N+]([O-])c1cc(ccc1(NCCO))N(CCO)CCO	Training	0
4374	119-33-5	O=[N+]([O-])c1cc(ccc1(O))C	Training	0
4375	121-19-7	O=[N+]([O-])c1cc(ccc1(O))[As](=O)(O)O	Training	0
4376	119-10-8	O=[N+]([O-])c1cc(ccc1(OC))C	Training	0
4377	36001-88-4	O=[N+]([O-])c1cc(ccc1(OP(OC)(NC(C)C)=S))C	Training	0
4378	89-58-7	O=[N+]([O-])c1cc(ccc1C)C	Training	0
4379	121-17-5	O=[N+]([O-])c1cc(ccc1Cl)C(F)(F)F	Training	0
4380	21738-42-1	O=[N+]([O-])c1cc2NC(CNC(C)C)CCc2(cc1CO)	Training	0
4381	350-30-1	O=[N+]([O-])c1ccc(F)c(c1)Cl	Training	0
4382	446-35-5	O=[N+]([O-])c1ccc(F)cc1(F)	Training	0
4383	97-52-9	O=[N+]([O-])c1ccc(N)c(OC)c1	Training	0
4384	99-52-5	O=[N+]([O-])c1ccc(N)c(c1)C	Training	0
4385	100-01-6	O=[N+]([O-])c1ccc(N)cc1	Training	0
4386	5131-58-8	O=[N+]([O-])c1ccc(N)cc1(N)	Training	0
4387	59820-43-8	O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1	Training	0
4388	99-57-0	O=[N+]([O-])c1ccc(O)c(N)c1	Training	0
4389	100-02-7	O=[N+]([O-])c1ccc(O)cc1	Training	0
4390	99-59-2	O=[N+]([O-])c1ccc(OC)c(N)c1	Training	0
4391	119-27-7	O=[N+]([O-])c1ccc(OC)c(c1)[N+](=O)[O-]	Training	0
4392	950-35-6	O=[N+]([O-])c1ccc(OP(=O)(OC)OC)cc1	Training	0
4393	546-71-4	O=[N+]([O-])c1ccc(OP(=O)(OCC)CC)cc1	Training	0
4394	311-45-5	O=[N+]([O-])c1ccc(OP(=O)(OCC)OCC)cc1	Training	0
4395	2463-84-5	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)c(c1)Cl	Training	0
4396	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	0
4397	122-14-5	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1C	Training	0
4398	56-38-2	O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1	Training	0
4399	99-55-8	O=[N+]([O-])c1ccc(c(N)c1)C	Training	0
4400	99-51-4	O=[N+]([O-])c1ccc(c(c1)C)C	Training	0
4401	121-86-8	O=[N+]([O-])c1ccc(c(c1)Cl)C	Training	0
4402	99-54-7	O=[N+]([O-])c1ccc(c(c1)Cl)Cl	Training	0
4403	121-03-9	O=[N+]([O-])c1ccc(c(c1)S(=O)(=O)O)C	Training	0
4404	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	0
4405	17700-09-3	O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl	Training	0
4406	578-46-1	O=[N+]([O-])c1ccc(cc1(N))C	Training	0
4407	99-99-0	O=[N+]([O-])c1ccc(cc1)C	Training	0
4408	7413-36-7	O=[N+]([O-])c1ccc(cc1)C(O)CNC(C)C	Training	0
4409	100-11-8	O=[N+]([O-])c1ccc(cc1)CBr	Training	0
4410	100-27-6	O=[N+]([O-])c1ccc(cc1)CCO	Training	0
4411	100-14-1	O=[N+]([O-])c1ccc(cc1)CCl	Training	0
4412	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	0
4413	100-15-2	O=[N+]([O-])c1ccc(cc1)NC	Training	0
4414	98-72-6	O=[N+]([O-])c1ccc(cc1)[As](=O)(O)O	Training	0
4415	89-87-2	O=[N+]([O-])c1ccc(cc1C)C	Training	0
4416	611-06-3	O=[N+]([O-])c1ccc(cc1Cl)Cl	Training	0
4417	94-52-0	O=[N+]([O-])c1ccc2[nH]cnc2(c1)	Training	0
4418	5401-94-5	O=[N+]([O-])c1ccc2[nH]ncc2(c1)	Training	0
4419	613-50-3	O=[N+]([O-])c1ccc2ncccc2(c1)	Training	0
4420	86-20-4	O=[N+]([O-])c1ccc3c(c1)c2ccccc2n3CC	Training	0
4421	603-83-8	O=[N+]([O-])c1cccc(N)c1C	Training	0
4422	554-84-7	O=[N+]([O-])c1cccc(O)c1	Training	0
4423	98-46-4	O=[N+]([O-])c1cccc(c1)C(F)(F)F	Training	0
4424	619-23-8	O=[N+]([O-])c1cccc(c1)CCl	Training	0
4425	121-73-3	O=[N+]([O-])c1cccc(c1)Cl	Training	0
4426	645-00-1	O=[N+]([O-])c1cccc(c1)I	Training	0
4427	96-62-8	O=[N+]([O-])c1cccc(c1)S(=O)(=O)NCCNS(=O)(=O)c2cccc(c2)[N+](=O)[O-]	Training	0
4428	127-68-4	O=[N+]([O-])c1cccc(c1)S(=O)(=O)O	Training	0
4429	99-65-0	O=[N+]([O-])c1cccc(c1)[N+](=O)[O-]	Training	0
4430	83-41-0	O=[N+]([O-])c1cccc(c1C)C	Training	0
4431	83-42-1	O=[N+]([O-])c1cccc(c1C)Cl	Training	0
4432	606-20-2	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	0
4433	3209-22-1	O=[N+]([O-])c1cccc(c1Cl)Cl	Training	0
4434	602-01-7	O=[N+]([O-])c1cccc(c1[N+](=O)[O-])C	Training	0
4435	98-95-3	O=[N+]([O-])c1ccccc1	Training	0
4436	88-74-4	O=[N+]([O-])c1ccccc1(N)	Training	0
4437	824-39-5	O=[N+]([O-])c1ccccc1(O)	Training	0
4438	91-23-6	O=[N+]([O-])c1ccccc1(OC)	Training	0
4439	88-72-2	O=[N+]([O-])c1ccccc1C	Training	0
4440	384-22-5	O=[N+]([O-])c1ccccc1C(F)(F)F	Training	0
4441	15121-84-3	O=[N+]([O-])c1ccccc1CCO	Training	0
4442	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	0
4443	121-66-4	O=[N+]([O-])c1cnc(N)s1	Training	0
4444	551-92-8	O=[N+]([O-])c1cnc(n1C)C	Training	0
4445	14885-29-1	O=[N+]([O-])c1cnc(n1C)C(C)C	Training	0
4446	3366-95-8	O=[N+]([O-])c1cnc(n1CC(O)C)C	Training	0
4447	16773-42-5	O=[N+]([O-])c1cnc(n1CC(O)CCl)C	Training	0
4448	443-48-1	O=[N+]([O-])c1cnc(n1CCO)C	Training	0
4449	19387-91-8	O=[N+]([O-])c1cnc(n1CCS(=O)(=O)CC)C	Training	0
4450	21721-92-6	O=[N+]([O-])c1nc(n(c1)c2ccc(cc2)[N+](=O)[O-])C	Training	0
4451	149838-23-3	O=[N+]([O-])c1nccn1COC(CO)C(O)CO	Training	0
4452	2122-86-3	O=[N+]([O-])c1oc(cc1)c2nnc(O)o2	Training	0
4453	3775-55-1	O=[N+]([O-])c1oc(cc1)c2nnc(o2)N	Training	0
